title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western
"""3rd Rock from the Sun"" (1996) {Green-Eyed Dick (#1.6)}"	 When he sees two humans hugging, Dick wants to cuddle as well, with Dr. Albright. In their office he tells her this but she doesn't want to. The next moment her old boyfriend Jeff comes in and they just can't stop hugging each other. With this Dick learns what jealousy is. He therefore asks Sally to find out what women want in a man. In the meantime, Harry has taken a stray dog to the house.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Gwen, Larry, Dick and Mary (#5.10)}"	 The washer and dryer of the Solomons breaks down and Mary tells them about the laundromat. Tommy, Harry and Sally go there and immediately love it. Harry starts flirting with a pretty blonde while Sally and Tommy soon find out not everybody respects the laundromat etiquette's. Mary suggests she and Dick should find another couple to spend time with and they start having dinners and playing tennis with Gwen and Larry McMichael. After a while however, the McMichael's seem to avoid Dick and Mary.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Hotel Dick (#2.3)}"	 Aghast by the way aliens are portrayed in a film the Solomons have seen, Harry feels they should tell the humans the truth about aliens. Harry considers a science fiction convention to be the perfect place and the Solomons go to the convention. It's their first time in a hotel and after they find out about room service, Harry, Tommy and Sally adore hotels. At the same time, Dick is feeling bad because he feels he should tell Mary he's an alien, but can't.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {I Brake for Dick (#2.18)}"	 Dick has run over a chipmunk and is very shocked by this. He starts being a vegetarian, orders the Solomons not to use anything that's made of animals and throw the things that are made of animals away. Meanwhile, Harry wants to be a boy scout and Tommy has trouble with August. He didn't ask her for Spring Dance and now she's mad with him. He considers writing to an advice columnist.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {InDickscretion (#6.3)}"	 Tommy feels inspired by 'Jack Kerouac' (qv) and decides to go 'on the road'. Harry tags along with him and they end up working at a nearby gas station. Dick & Mary and Sally & Don go on a double date and when Dick and Sally start praising their lovers' bed performances, Mary and Don get rather embarrassed. Back home, Dick and Sally realize their bed performances weren't praised and think this is because they suck in the sack.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Jailhouse Dick (#3.11)}"	 When Officer Don lets him take a look at a group of felons behind bars, Dick tells Don he'll bail one of them (Eddie) out and fully rehabilitate him so he won't end up in jail again. Dick takes him home, but he and the other Solomons can't conceal their suspicion toward him. Meanwhile, Harry hasn't read the book he should write a report on for night school. Luckily, Tommy has some sound advice for him. At least, that's what they think. Sally tries to help Mary with her dog problem.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Just Your Average Dick (#3.22)}"	 The Solomons start doubting their normalness. When both August and Mary admit they can sometimes be pretty weird, the Solomons decide to become as average as possible. This means they move to an apartment building, Tommy gets his hair cut, they all start reading 'John Grisham' (qv) and wear the same sweaters. Meanwhile, a new professor starts at Rutherford University.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Lonely Dick (#1.7)}"	 Dr. Albright goes on holiday and Dick feels very lonely without her being around. She didn't leave him a phone number or anything and he very desperately tries to find out how he can contact her. Nina however, does have the number of Dr. Albright, but won't tell him. Meanwhile Sally and Harry are totally into skin-care products. Harry even gets a job promoting one. Tommy meets a girl named August.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Much Ado About Dick (#2.5)}"	 Mary doesn't want people to know she and Dick are having a relationship because she's afraid people won't take her seriously once they find out she and Dick are a couple. Dick doesn't understand why it's so important what other people think of you and feels like he's lost her. Dr. Sutor advises him to ignore Mary in order to get her back. Sally meets officer Don again and she wants to join the police.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {My Mother the Alien (#2.9)}"	 Mrs. Dubcek asks the Solomons to babysit her grandson. At first Sally dislikes the whole idea of babysitting but it doesn't take long for her to totally fall in love with the kid. This can't be said of Harry, Tommy and Dick, who are driven mad by the power and influence the child has. Mary goes away for three days and Dick persuades her to let him take care of her fishes.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Paranoid Dick (#4.14)}"	 Mary thinks she might not be respected as dean by her colleagues and Dick convinces her there's a conspiracy against her, led by Judith. Dick and Mary decide to find out more about this by breaking into Judith's office. Meanwhile, Vicky feels bad for Sally because she and Don broke up and talks her, and Tommy and Harry, into a weekend of riverboat gambling.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Portrait of Tommy as an Old Man (#3.18)}"	 Being the eldest of the group while playing the youngest of the family has taken its toll: Tommy is sick and tired of being treated like a kid and decides to retire and moves to a rest home. Officer Don visits Sally while she's doing the laundry and accidentally steals one of her panties. He wants to secretly put them back, but this turns out easier said then done. After Mary told him she once dreamed of being a singer, Dick arranges a gig for her in a club.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Power Mad Dick (#4.2)}"	 Mary is the new dean and Dick thinks this gives him power over colleagues as well. When he fires Lucy, the cafeteria lady who hates him, Mary tells him to apologize to her and tell her it was a misunderstanding. Meanwhile, Sally has lost her virginity but doesn't feel like talking about it with anyone, which makes her uncertain and leaves Tommy and Harry wondering if Don has done something to Sally.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Romeo & Juliet & Dick (#2.14)}"	 Tommy's school performs Romeo and Juliet and after finding out August wants the part of Juliet, Tommy enlists Dick as the director of the play so he can become Romeo. However, Dick takes the task too seriously and makes Tommy the prop guy. Mrs. Dubcek is expecting friends and when she drinks a sleeping potion Tommy made, Harry ends up impersonating her. Meanwhile, Mary has 1,500 dollars worth of parking fines and Sally promises her Officer Don will fix it.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Sally Forth (#4.13)}"	 When the Solomons need a plumber to fix the bathroom, Mrs. Dubcek tells Dick she'll arrange one, but only after they pay her the rent. Dick feels bled white and a feud between him and the Dubceks is a fact. A fact that forces Harry to choose between Dick and Vicky. Don believes Sally has hinted that she wants him to propose, which he does. Meanwhile, Tommy wants to ask Alissa out but can't find the right moment to do so. When she gets detention, an opportunity arises.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Same Old Song and Dick (#2.17)}"	 Dick tries to spice up his relationship with Mary because he feels they are in a rut. Sally and Harry switch functions after a quarrel. Harry really likes doing the housework and the fact he now has a function, not realizing he's not very good at it though. Sally feels miserable just watching TV all day and wants her old job back. Tommy is agitated by the fact August is perfect.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {See Dick Continue to Run: Part 1 (#2.1)}"	 With Dick locked in the basement in an invisible box, his replacement becomes the leader of the Solomons. He is much stricter than Dick and seems to have some kind of weird plan. Harry and Tommy feel they should disobey his orders, but Sally insists that he, like it or not, still is their leader and that disobeying him would be mutiny.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {See Dick Run (#1.20)}"	 Mary has finally agreed to go on a date with Dick and it turns out be a very interesting date indeed. Sally finally has Tommy's teacher over for coffee and perhaps more. Unfortunately, the Solomons have received word from the home planet that their mission will come to an end because they have failed and that they will be replaced within 24 hours. The Solomons start packing and realize they'll miss earth and everything about it.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Sensitive Dick (#2.21)}"	 When Dick is, once again, very harsh to his students, they file an official complaint against him. He starts taking sensitivity classes and the disciplinary committee awaits him. Harry's fling Vicki is back and asks him to accompany her to her high school reunion. Meanwhile Officer Don tries to teach Tommy how to drive.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Sex and the Sally (#5.7)}"	 When Sally is told sex can lead to pregnancy, she doesn't know what to do. After some advice, she learns about birth control and starts taking the pill, but this gives her terrible mood swings. To complicate things further, she doesn't tell Don what's going on because she doesn't want him to think she doesn't want his child. In the meantime, Dick learns what tipping is but decides to change the concept a bit and ignorant Harry and Tommy become panhandlers.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {Stuck with Dick (#3.19)}"	 Dick tries to get Mary back and wants to surprise her with champagne when she's in the school library. The real surprise is that Dick and Mary find themselves locked in the library overnight. Tommy, Sally and Harry don't want Dick and Mary to get back together and try to find them. They go to Mary's house, don't find them but decide to stay for the night. Sally even hosts a Tupperware party Mary was supposed to host.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {The Art of Dick (#1.11)}"	 Tommy has enlisted Sally in the school bake sale and Sally takes it just a bit too serious. Meanwhile, Harry feels bad about himself because he has failed everything he has tried so far. When Dr. Albright tells Dick she paints, Dick takes Harry to a class and Harry turns out to be a good painter. Dick on the other hand is lousy at it and for the first time experiences what it is to be less good at something than Harry.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""3rd Rock from the Sun"" (1996) {The Big Giant Head Returns Again: Part 1 (#5.21)}"	 The Big Giant Head and Vicky come back to Earth. The Big Giant Head admits their marriage is rather troubled and Vicky feels attracted to Harry again. However, Harry feels attracted to Janice and wants to ask her out, which makes Vicky very jealous. For some reason, The Big Giant Head wants to spend time so much with Dick and treats him so amicable, Dick longs to go back to the days when he feared his supreme commander. Meanwhile, Sally thinks Alissa wants to dump Tommy and tries to protect him.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
